Order2020	POAexemptCode	Description
66263	S92.155P	"Nondisplaced avulsion fracture (chip fracture) of left talus, subsequent encounter for fracture with malunion"
66264	S92.155S	"Nondisplaced avulsion fracture (chip fracture) of left talus, sequela"
66268	S92.156D	"Nondisplaced avulsion fracture (chip fracture) of unspecified talus, subsequent encounter for fracture with routine healing"
66269	S92.156G	"Nondisplaced avulsion fracture (chip fracture) of unspecified talus, subsequent encounter for fracture with delayed healing"
66270	S92.156K	"Nondisplaced avulsion fracture (chip fracture) of unspecified talus, subsequent encounter for fracture with nonunion"
66271	S92.156P	"Nondisplaced avulsion fracture (chip fracture) of unspecified talus, subsequent encounter for fracture with malunion"
66272	S92.156S	"Nondisplaced avulsion fracture (chip fracture) of unspecified talus, sequela"
66277	S92.191D	"Other fracture of right talus, subsequent encounter for fracture with routine healing"
66278	S92.191G	"Other fracture of right talus, subsequent encounter for fracture with delayed healing"
66279	S92.191K	"Other fracture of right talus, subsequent encounter for fracture with nonunion"
66280	S92.191P	"Other fracture of right talus, subsequent encounter for fracture with malunion"
66281	S92.191S	"Other fracture of right talus, sequela"
66285	S92.192D	"Other fracture of left talus, subsequent encounter for fracture with routine healing"
66286	S92.192G	"Other fracture of left talus, subsequent encounter for fracture with delayed healing"
66287	S92.192K	"Other fracture of left talus, subsequent encounter for fracture with nonunion"
66288	S92.192P	"Other fracture of left talus, subsequent encounter for fracture with malunion"
66289	S92.192S	"Other fracture of left talus, sequela"
66293	S92.199D	"Other fracture of unspecified talus, subsequent encounter for fracture with routine healing"
66294	S92.199G	"Other fracture of unspecified talus, subsequent encounter for fracture with delayed healing"
66295	S92.199K	"Other fracture of unspecified talus, subsequent encounter for fracture with nonunion"
66296	S92.199P	"Other fracture of unspecified talus, subsequent encounter for fracture with malunion"
66297	S92.199S	"Other fracture of unspecified talus, sequela"
66303	S92.201D	"Fracture of unspecified tarsal bone(s) of right foot, subsequent encounter for fracture with routine healing"
66304	S92.201G	"Fracture of unspecified tarsal bone(s) of right foot, subsequent encounter for fracture with delayed healing"
66305	S92.201K	"Fracture of unspecified tarsal bone(s) of right foot, subsequent encounter for fracture with nonunion"
66306	S92.201P	"Fracture of unspecified tarsal bone(s) of right foot, subsequent encounter for fracture with malunion"
66307	S92.201S	"Fracture of unspecified tarsal bone(s) of right foot, sequela"
66311	S92.202D	"Fracture of unspecified tarsal bone(s) of left foot, subsequent encounter for fracture with routine healing"
66312	S92.202G	"Fracture of unspecified tarsal bone(s) of left foot, subsequent encounter for fracture with delayed healing"
66313	S92.202K	"Fracture of unspecified tarsal bone(s) of left foot, subsequent encounter for fracture with nonunion"
66314	S92.202P	"Fracture of unspecified tarsal bone(s) of left foot, subsequent encounter for fracture with malunion"
66315	S92.202S	"Fracture of unspecified tarsal bone(s) of left foot, sequela"
66319	S92.209D	"Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with routine healing"
66320	S92.209G	"Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with delayed healing"
66321	S92.209K	"Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with nonunion"
66322	S92.209P	"Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with malunion"
66323	S92.209S	"Fracture of unspecified tarsal bone(s) of unspecified foot, sequela"
66328	S92.211D	"Displaced fracture of cuboid bone of right foot, subsequent encounter for fracture with routine healing"
66329	S92.211G	"Displaced fracture of cuboid bone of right foot, subsequent encounter for fracture with delayed healing"
66330	S92.211K	"Displaced fracture of cuboid bone of right foot, subsequent encounter for fracture with nonunion"
66331	S92.211P	"Displaced fracture of cuboid bone of right foot, subsequent encounter for fracture with malunion"
66332	S92.211S	"Displaced fracture of cuboid bone of right foot, sequela"
66336	S92.212D	"Displaced fracture of cuboid bone of left foot, subsequent encounter for fracture with routine healing"
66337	S92.212G	"Displaced fracture of cuboid bone of left foot, subsequent encounter for fracture with delayed healing"
66338	S92.212K	"Displaced fracture of cuboid bone of left foot, subsequent encounter for fracture with nonunion"
66339	S92.212P	"Displaced fracture of cuboid bone of left foot, subsequent encounter for fracture with malunion"
66340	S92.212S	"Displaced fracture of cuboid bone of left foot, sequela"
66344	S92.213D	"Displaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with routine healing"
66345	S92.213G	"Displaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with delayed healing"
66346	S92.213K	"Displaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with nonunion"
66347	S92.213P	"Displaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with malunion"
66348	S92.213S	"Displaced fracture of cuboid bone of unspecified foot, sequela"
66352	S92.214D	"Nondisplaced fracture of cuboid bone of right foot, subsequent encounter for fracture with routine healing"
66353	S92.214G	"Nondisplaced fracture of cuboid bone of right foot, subsequent encounter for fracture with delayed healing"
66354	S92.214K	"Nondisplaced fracture of cuboid bone of right foot, subsequent encounter for fracture with nonunion"
66355	S92.214P	"Nondisplaced fracture of cuboid bone of right foot, subsequent encounter for fracture with malunion"
66356	S92.214S	"Nondisplaced fracture of cuboid bone of right foot, sequela"
66360	S92.215D	"Nondisplaced fracture of cuboid bone of left foot, subsequent encounter for fracture with routine healing"
66361	S92.215G	"Nondisplaced fracture of cuboid bone of left foot, subsequent encounter for fracture with delayed healing"
66362	S92.215K	"Nondisplaced fracture of cuboid bone of left foot, subsequent encounter for fracture with nonunion"
66363	S92.215P	"Nondisplaced fracture of cuboid bone of left foot, subsequent encounter for fracture with malunion"
66364	S92.215S	"Nondisplaced fracture of cuboid bone of left foot, sequela"
66368	S92.216D	"Nondisplaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with routine healing"
66369	S92.216G	"Nondisplaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with delayed healing"
66370	S92.216K	"Nondisplaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with nonunion"
66371	S92.216P	"Nondisplaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with malunion"
66372	S92.216S	"Nondisplaced fracture of cuboid bone of unspecified foot, sequela"
66377	S92.221D	"Displaced fracture of lateral cuneiform of right foot, subsequent encounter for fracture with routine healing"
66378	S92.221G	"Displaced fracture of lateral cuneiform of right foot, subsequent encounter for fracture with delayed healing"
66379	S92.221K	"Displaced fracture of lateral cuneiform of right foot, subsequent encounter for fracture with nonunion"
66380	S92.221P	"Displaced fracture of lateral cuneiform of right foot, subsequent encounter for fracture with malunion"
66381	S92.221S	"Displaced fracture of lateral cuneiform of right foot, sequela"
66385	S92.222D	"Displaced fracture of lateral cuneiform of left foot, subsequent encounter for fracture with routine healing"
66386	S92.222G	"Displaced fracture of lateral cuneiform of left foot, subsequent encounter for fracture with delayed healing"
66387	S92.222K	"Displaced fracture of lateral cuneiform of left foot, subsequent encounter for fracture with nonunion"
66388	S92.222P	"Displaced fracture of lateral cuneiform of left foot, subsequent encounter for fracture with malunion"
66389	S92.222S	"Displaced fracture of lateral cuneiform of left foot, sequela"
66393	S92.223D	"Displaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with routine healing"
66394	S92.223G	"Displaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with delayed healing"
66395	S92.223K	"Displaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with nonunion"
66396	S92.223P	"Displaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with malunion"
66397	S92.223S	"Displaced fracture of lateral cuneiform of unspecified foot, sequela"
66401	S92.224D	"Nondisplaced fracture of lateral cuneiform of right foot, subsequent encounter for fracture with routine healing"
66402	S92.224G	"Nondisplaced fracture of lateral cuneiform of right foot, subsequent encounter for fracture with delayed healing"
66403	S92.224K	"Nondisplaced fracture of lateral cuneiform of right foot, subsequent encounter for fracture with nonunion"
66404	S92.224P	"Nondisplaced fracture of lateral cuneiform of right foot, subsequent encounter for fracture with malunion"
66405	S92.224S	"Nondisplaced fracture of lateral cuneiform of right foot, sequela"
66409	S92.225D	"Nondisplaced fracture of lateral cuneiform of left foot, subsequent encounter for fracture with routine healing"
66410	S92.225G	"Nondisplaced fracture of lateral cuneiform of left foot, subsequent encounter for fracture with delayed healing"
66411	S92.225K	"Nondisplaced fracture of lateral cuneiform of left foot, subsequent encounter for fracture with nonunion"
66412	S92.225P	"Nondisplaced fracture of lateral cuneiform of left foot, subsequent encounter for fracture with malunion"
66413	S92.225S	"Nondisplaced fracture of lateral cuneiform of left foot, sequela"
66417	S92.226D	"Nondisplaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with routine healing"
66418	S92.226G	"Nondisplaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with delayed healing"
66419	S92.226K	"Nondisplaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with nonunion"
66420	S92.226P	"Nondisplaced fracture of lateral cuneiform of unspecified foot, subsequent encounter for fracture with malunion"
66421	S92.226S	"Nondisplaced fracture of lateral cuneiform of unspecified foot, sequela"
66426	S92.231D	"Displaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with routine healing"
66427	S92.231G	"Displaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with delayed healing"
66428	S92.231K	"Displaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with nonunion"
66429	S92.231P	"Displaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with malunion"
66430	S92.231S	"Displaced fracture of intermediate cuneiform of right foot, sequela"
66434	S92.232D	"Displaced fracture of intermediate cuneiform of left foot, subsequent encounter for fracture with routine healing"
66435	S92.232G	"Displaced fracture of intermediate cuneiform of left foot, subsequent encounter for fracture with delayed healing"
66436	S92.232K	"Displaced fracture of intermediate cuneiform of left foot, subsequent encounter for fracture with nonunion"
66437	S92.232P	"Displaced fracture of intermediate cuneiform of left foot, subsequent encounter for fracture with malunion"
66438	S92.232S	"Displaced fracture of intermediate cuneiform of left foot, sequela"
66442	S92.233D	"Displaced fracture of intermediate cuneiform of unspecified foot, subsequent encounter for fracture with routine healing"
66443	S92.233G	"Displaced fracture of intermediate cuneiform of unspecified foot, subsequent encounter for fracture with delayed healing"
66444	S92.233K	"Displaced fracture of intermediate cuneiform of unspecified foot, subsequent encounter for fracture with nonunion"
66445	S92.233P	"Displaced fracture of intermediate cuneiform of unspecified foot, subsequent encounter for fracture with malunion"
66446	S92.233S	"Displaced fracture of intermediate cuneiform of unspecified foot, sequela"
66450	S92.234D	"Nondisplaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with routine healing"
66451	S92.234G	"Nondisplaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with delayed healing"
66452	S92.234K	"Nondisplaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with nonunion"
66453	S92.234P	"Nondisplaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with malunion"
66454	S92.234S	"Nondisplaced fracture of intermediate cuneiform of right foot, sequela"
66458	S92.235D	"Nondisplaced fracture of intermediate cuneiform of left foot, subsequent encounter for fracture with routine healing"
66459	S92.235G	"Nondisplaced fracture of intermediate cuneiform of left foot, subsequent encounter for fracture with delayed healing"
66460	S92.235K	"Nondisplaced fracture of intermediate cuneiform of left foot, subsequent encounter for fracture with nonunion"
66461	S92.235P	"Nondisplaced fracture of intermediate cuneiform of left foot, subsequent encounter for fracture with malunion"
66462	S92.235S	"Nondisplaced fracture of intermediate cuneiform of left foot, sequela"
66466	S92.236D	"Nondisplaced fracture of intermediate cuneiform of unspecified foot, subsequent encounter for fracture with routine healing"
66467	S92.236G	"Nondisplaced fracture of intermediate cuneiform of unspecified foot, subsequent encounter for fracture with delayed healing"
66468	S92.236K	"Nondisplaced fracture of intermediate cuneiform of unspecified foot, subsequent encounter for fracture with nonunion"
66469	S92.236P	"Nondisplaced fracture of intermediate cuneiform of unspecified foot, subsequent encounter for fracture with malunion"
66470	S92.236S	"Nondisplaced fracture of intermediate cuneiform of unspecified foot, sequela"
66475	S92.241D	"Displaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with routine healing"
66476	S92.241G	"Displaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with delayed healing"
66477	S92.241K	"Displaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with nonunion"
66478	S92.241P	"Displaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with malunion"
66479	S92.241S	"Displaced fracture of medial cuneiform of right foot, sequela"
66483	S92.242D	"Displaced fracture of medial cuneiform of left foot, subsequent encounter for fracture with routine healing"
66484	S92.242G	"Displaced fracture of medial cuneiform of left foot, subsequent encounter for fracture with delayed healing"
66485	S92.242K	"Displaced fracture of medial cuneiform of left foot, subsequent encounter for fracture with nonunion"
66486	S92.242P	"Displaced fracture of medial cuneiform of left foot, subsequent encounter for fracture with malunion"
66487	S92.242S	"Displaced fracture of medial cuneiform of left foot, sequela"
66491	S92.243D	"Displaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with routine healing"
66492	S92.243G	"Displaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with delayed healing"
66493	S92.243K	"Displaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with nonunion"
66494	S92.243P	"Displaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with malunion"
66495	S92.243S	"Displaced fracture of medial cuneiform of unspecified foot, sequela"
66499	S92.244D	"Nondisplaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with routine healing"
66500	S92.244G	"Nondisplaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with delayed healing"
66501	S92.244K	"Nondisplaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with nonunion"
66502	S92.244P	"Nondisplaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with malunion"
66503	S92.244S	"Nondisplaced fracture of medial cuneiform of right foot, sequela"
66507	S92.245D	"Nondisplaced fracture of medial cuneiform of left foot, subsequent encounter for fracture with routine healing"
66508	S92.245G	"Nondisplaced fracture of medial cuneiform of left foot, subsequent encounter for fracture with delayed healing"
66509	S92.245K	"Nondisplaced fracture of medial cuneiform of left foot, subsequent encounter for fracture with nonunion"
66510	S92.245P	"Nondisplaced fracture of medial cuneiform of left foot, subsequent encounter for fracture with malunion"
66511	S92.245S	"Nondisplaced fracture of medial cuneiform of left foot, sequela"
66515	S92.246D	"Nondisplaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with routine healing"
66516	S92.246G	"Nondisplaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with delayed healing"
66517	S92.246K	"Nondisplaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with nonunion"
66518	S92.246P	"Nondisplaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with malunion"
66519	S92.246S	"Nondisplaced fracture of medial cuneiform of unspecified foot, sequela"
66524	S92.251D	"Displaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with routine healing"
66525	S92.251G	"Displaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with delayed healing"
66526	S92.251K	"Displaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with nonunion"
66527	S92.251P	"Displaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with malunion"
66528	S92.251S	"Displaced fracture of navicular [scaphoid] of right foot, sequela"
66532	S92.252D	"Displaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with routine healing"
66533	S92.252G	"Displaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with delayed healing"
66534	S92.252K	"Displaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with nonunion"
66535	S92.252P	"Displaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with malunion"
66536	S92.252S	"Displaced fracture of navicular [scaphoid] of left foot, sequela"
66540	S92.253D	"Displaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with routine healing"
66541	S92.253G	"Displaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with delayed healing"
66542	S92.253K	"Displaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with nonunion"
66543	S92.253P	"Displaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with malunion"
66544	S92.253S	"Displaced fracture of navicular [scaphoid] of unspecified foot, sequela"
66548	S92.254D	"Nondisplaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with routine healing"
66549	S92.254G	"Nondisplaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with delayed healing"
66550	S92.254K	"Nondisplaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with nonunion"
66551	S92.254P	"Nondisplaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with malunion"
66552	S92.254S	"Nondisplaced fracture of navicular [scaphoid] of right foot, sequela"
66556	S92.255D	"Nondisplaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with routine healing"
66557	S92.255G	"Nondisplaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with delayed healing"
66558	S92.255K	"Nondisplaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with nonunion"
66559	S92.255P	"Nondisplaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with malunion"
66560	S92.255S	"Nondisplaced fracture of navicular [scaphoid] of left foot, sequela"
66564	S92.256D	"Nondisplaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with routine healing"
66565	S92.256G	"Nondisplaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with delayed healing"
66566	S92.256K	"Nondisplaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with nonunion"
66567	S92.256P	"Nondisplaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with malunion"
66568	S92.256S	"Nondisplaced fracture of navicular [scaphoid] of unspecified foot, sequela"
66574	S92.301D	"Fracture of unspecified metatarsal bone(s), right foot, subsequent encounter for fracture with routine healing"
66575	S92.301G	"Fracture of unspecified metatarsal bone(s), right foot, subsequent encounter for fracture with delayed healing"
66576	S92.301K	"Fracture of unspecified metatarsal bone(s), right foot, subsequent encounter for fracture with nonunion"
66577	S92.301P	"Fracture of unspecified metatarsal bone(s), right foot, subsequent encounter for fracture with malunion"
66578	S92.301S	"Fracture of unspecified metatarsal bone(s), right foot, sequela"
66582	S92.302D	"Fracture of unspecified metatarsal bone(s), left foot, subsequent encounter for fracture with routine healing"
66583	S92.302G	"Fracture of unspecified metatarsal bone(s), left foot, subsequent encounter for fracture with delayed healing"
66584	S92.302K	"Fracture of unspecified metatarsal bone(s), left foot, subsequent encounter for fracture with nonunion"
66585	S92.302P	"Fracture of unspecified metatarsal bone(s), left foot, subsequent encounter for fracture with malunion"
66586	S92.302S	"Fracture of unspecified metatarsal bone(s), left foot, sequela"
66590	S92.309D	"Fracture of unspecified metatarsal bone(s), unspecified foot, subsequent encounter for fracture with routine healing"
66591	S92.309G	"Fracture of unspecified metatarsal bone(s), unspecified foot, subsequent encounter for fracture with delayed healing"
66592	S92.309K	"Fracture of unspecified metatarsal bone(s), unspecified foot, subsequent encounter for fracture with nonunion"
66593	S92.309P	"Fracture of unspecified metatarsal bone(s), unspecified foot, subsequent encounter for fracture with malunion"
66594	S92.309S	"Fracture of unspecified metatarsal bone(s), unspecified foot, sequela"
66599	S92.311D	"Displaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66600	S92.311G	"Displaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66601	S92.311K	"Displaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66602	S92.311P	"Displaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66603	S92.311S	"Displaced fracture of first metatarsal bone, right foot, sequela"
66607	S92.312D	"Displaced fracture of first metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66608	S92.312G	"Displaced fracture of first metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66609	S92.312K	"Displaced fracture of first metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66610	S92.312P	"Displaced fracture of first metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66611	S92.312S	"Displaced fracture of first metatarsal bone, left foot, sequela"
66615	S92.313D	"Displaced fracture of first metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66616	S92.313G	"Displaced fracture of first metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
66617	S92.313K	"Displaced fracture of first metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66618	S92.313P	"Displaced fracture of first metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66619	S92.313S	"Displaced fracture of first metatarsal bone, unspecified foot, sequela"
66623	S92.314D	"Nondisplaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66624	S92.314G	"Nondisplaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66625	S92.314K	"Nondisplaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66626	S92.314P	"Nondisplaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66627	S92.314S	"Nondisplaced fracture of first metatarsal bone, right foot, sequela"
66631	S92.315D	"Nondisplaced fracture of first metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66632	S92.315G	"Nondisplaced fracture of first metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66633	S92.315K	"Nondisplaced fracture of first metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66634	S92.315P	"Nondisplaced fracture of first metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66635	S92.315S	"Nondisplaced fracture of first metatarsal bone, left foot, sequela"
66639	S92.316D	"Nondisplaced fracture of first metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66640	S92.316G	"Nondisplaced fracture of first metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
66641	S92.316K	"Nondisplaced fracture of first metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66642	S92.316P	"Nondisplaced fracture of first metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66643	S92.316S	"Nondisplaced fracture of first metatarsal bone, unspecified foot, sequela"
66648	S92.321D	"Displaced fracture of second metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66649	S92.321G	"Displaced fracture of second metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66650	S92.321K	"Displaced fracture of second metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66651	S92.321P	"Displaced fracture of second metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66652	S92.321S	"Displaced fracture of second metatarsal bone, right foot, sequela"
66656	S92.322D	"Displaced fracture of second metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66657	S92.322G	"Displaced fracture of second metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66658	S92.322K	"Displaced fracture of second metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66659	S92.322P	"Displaced fracture of second metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66660	S92.322S	"Displaced fracture of second metatarsal bone, left foot, sequela"
66664	S92.323D	"Displaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66665	S92.323G	"Displaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
66666	S92.323K	"Displaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66667	S92.323P	"Displaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66668	S92.323S	"Displaced fracture of second metatarsal bone, unspecified foot, sequela"
66672	S92.324D	"Nondisplaced fracture of second metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66673	S92.324G	"Nondisplaced fracture of second metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66674	S92.324K	"Nondisplaced fracture of second metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66675	S92.324P	"Nondisplaced fracture of second metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66676	S92.324S	"Nondisplaced fracture of second metatarsal bone, right foot, sequela"
66680	S92.325D	"Nondisplaced fracture of second metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66681	S92.325G	"Nondisplaced fracture of second metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66682	S92.325K	"Nondisplaced fracture of second metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66683	S92.325P	"Nondisplaced fracture of second metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66684	S92.325S	"Nondisplaced fracture of second metatarsal bone, left foot, sequela"
66688	S92.326D	"Nondisplaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66689	S92.326G	"Nondisplaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
66690	S92.326K	"Nondisplaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66691	S92.326P	"Nondisplaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66692	S92.326S	"Nondisplaced fracture of second metatarsal bone, unspecified foot, sequela"
66697	S92.331D	"Displaced fracture of third metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66698	S92.331G	"Displaced fracture of third metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66699	S92.331K	"Displaced fracture of third metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66700	S92.331P	"Displaced fracture of third metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66701	S92.331S	"Displaced fracture of third metatarsal bone, right foot, sequela"
66705	S92.332D	"Displaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66706	S92.332G	"Displaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66707	S92.332K	"Displaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66708	S92.332P	"Displaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66709	S92.332S	"Displaced fracture of third metatarsal bone, left foot, sequela"
66713	S92.333D	"Displaced fracture of third metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66714	S92.333G	"Displaced fracture of third metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
66715	S92.333K	"Displaced fracture of third metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66716	S92.333P	"Displaced fracture of third metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66717	S92.333S	"Displaced fracture of third metatarsal bone, unspecified foot, sequela"
66721	S92.334D	"Nondisplaced fracture of third metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66722	S92.334G	"Nondisplaced fracture of third metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66723	S92.334K	"Nondisplaced fracture of third metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66724	S92.334P	"Nondisplaced fracture of third metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66725	S92.334S	"Nondisplaced fracture of third metatarsal bone, right foot, sequela"
66729	S92.335D	"Nondisplaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66730	S92.335G	"Nondisplaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66731	S92.335K	"Nondisplaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66732	S92.335P	"Nondisplaced fracture of third metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66733	S92.335S	"Nondisplaced fracture of third metatarsal bone, left foot, sequela"
66737	S92.336D	"Nondisplaced fracture of third metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66738	S92.336G	"Nondisplaced fracture of third metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
