Order2017	POAexemptCode	Description
61030	S82.432R	"Displaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61031	S82.432S	"Displaced oblique fracture of shaft of left fibula, sequela"
61036	S82.433D	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
61037	S82.433E	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
61038	S82.433F	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61039	S82.433G	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
61040	S82.433H	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
61041	S82.433J	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61042	S82.433K	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
61043	S82.433M	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
61044	S82.433N	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61045	S82.433P	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion"
61046	S82.433Q	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
61047	S82.433R	"Displaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61048	S82.433S	"Displaced oblique fracture of shaft of unspecified fibula, sequela"
61053	S82.434D	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
61054	S82.434E	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing"
61055	S82.434F	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61056	S82.434G	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing"
61057	S82.434H	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
61058	S82.434J	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61059	S82.434K	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion"
61060	S82.434M	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion"
61061	S82.434N	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61062	S82.434P	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
61063	S82.434Q	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion"
61064	S82.434R	"Nondisplaced oblique fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61065	S82.434S	"Nondisplaced oblique fracture of shaft of right fibula, sequela"
61070	S82.435D	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing"
61071	S82.435E	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing"
61072	S82.435F	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61073	S82.435G	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing"
61074	S82.435H	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing"
61075	S82.435J	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61076	S82.435K	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
61077	S82.435M	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion"
61078	S82.435N	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61079	S82.435P	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion"
61080	S82.435Q	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
61081	S82.435R	"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61082	S82.435S	"Nondisplaced oblique fracture of shaft of left fibula, sequela"
61087	S82.436D	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
61088	S82.436E	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
61089	S82.436F	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61090	S82.436G	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
61091	S82.436H	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
61092	S82.436J	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61093	S82.436K	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
61094	S82.436M	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
61095	S82.436N	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61096	S82.436P	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion"
61097	S82.436Q	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
61098	S82.436R	"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61099	S82.436S	"Nondisplaced oblique fracture of shaft of unspecified fibula, sequela"
61105	S82.441D	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
61106	S82.441E	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing"
61107	S82.441F	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61108	S82.441G	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing"
61109	S82.441H	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
61110	S82.441J	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61111	S82.441K	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion"
61112	S82.441M	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion"
61113	S82.441N	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61114	S82.441P	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
61115	S82.441Q	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion"
61116	S82.441R	"Displaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61117	S82.441S	"Displaced spiral fracture of shaft of right fibula, sequela"
61122	S82.442D	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing"
61123	S82.442E	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing"
61124	S82.442F	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61125	S82.442G	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing"
61126	S82.442H	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing"
61127	S82.442J	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61128	S82.442K	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
61129	S82.442M	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion"
61130	S82.442N	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61131	S82.442P	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion"
61132	S82.442Q	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
61133	S82.442R	"Displaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61134	S82.442S	"Displaced spiral fracture of shaft of left fibula, sequela"
61139	S82.443D	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
61140	S82.443E	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
61141	S82.443F	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61142	S82.443G	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
61143	S82.443H	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
61144	S82.443J	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61145	S82.443K	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
61146	S82.443M	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
61147	S82.443N	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61148	S82.443P	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion"
61149	S82.443Q	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
61150	S82.443R	"Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61151	S82.443S	"Displaced spiral fracture of shaft of unspecified fibula, sequela"
61156	S82.444D	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
61157	S82.444E	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing"
61158	S82.444F	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61159	S82.444G	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing"
61160	S82.444H	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
61161	S82.444J	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61162	S82.444K	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion"
61163	S82.444M	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion"
61164	S82.444N	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61165	S82.444P	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
61166	S82.444Q	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion"
61167	S82.444R	"Nondisplaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61168	S82.444S	"Nondisplaced spiral fracture of shaft of right fibula, sequela"
61173	S82.445D	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing"
61174	S82.445E	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing"
61175	S82.445F	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61176	S82.445G	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing"
61177	S82.445H	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing"
61178	S82.445J	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61179	S82.445K	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
61180	S82.445M	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion"
61181	S82.445N	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61182	S82.445P	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion"
61183	S82.445Q	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
61184	S82.445R	"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61185	S82.445S	"Nondisplaced spiral fracture of shaft of left fibula, sequela"
61190	S82.446D	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
61191	S82.446E	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
61192	S82.446F	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61193	S82.446G	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
61194	S82.446H	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
61195	S82.446J	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61196	S82.446K	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
61197	S82.446M	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
61198	S82.446N	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61199	S82.446P	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion"
61200	S82.446Q	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
61201	S82.446R	"Nondisplaced spiral fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61202	S82.446S	"Nondisplaced spiral fracture of shaft of unspecified fibula, sequela"
61208	S82.451D	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
61209	S82.451E	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing"
61210	S82.451F	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61211	S82.451G	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing"
61212	S82.451H	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
61213	S82.451J	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61214	S82.451K	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion"
61215	S82.451M	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion"
61216	S82.451N	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61217	S82.451P	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
61218	S82.451Q	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion"
61219	S82.451R	"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61220	S82.451S	"Displaced comminuted fracture of shaft of right fibula, sequela"
61225	S82.452D	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing"
61226	S82.452E	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing"
61227	S82.452F	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61228	S82.452G	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing"
61229	S82.452H	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing"
61230	S82.452J	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61231	S82.452K	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
61232	S82.452M	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion"
61233	S82.452N	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61234	S82.452P	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion"
61235	S82.452Q	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
61236	S82.452R	"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61237	S82.452S	"Displaced comminuted fracture of shaft of left fibula, sequela"
61242	S82.453D	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
61243	S82.453E	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
61244	S82.453F	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61245	S82.453G	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
61246	S82.453H	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
61247	S82.453J	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61248	S82.453K	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
61249	S82.453M	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
61250	S82.453N	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61251	S82.453P	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion"
61252	S82.453Q	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
61253	S82.453R	"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61254	S82.453S	"Displaced comminuted fracture of shaft of unspecified fibula, sequela"
61259	S82.454D	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
61260	S82.454E	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing"
61261	S82.454F	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61262	S82.454G	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing"
61263	S82.454H	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
61264	S82.454J	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61265	S82.454K	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion"
61266	S82.454M	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion"
61267	S82.454N	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61268	S82.454P	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
61269	S82.454Q	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion"
61270	S82.454R	"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61271	S82.454S	"Nondisplaced comminuted fracture of shaft of right fibula, sequela"
61276	S82.455D	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing"
61277	S82.455E	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing"
61278	S82.455F	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61279	S82.455G	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing"
61280	S82.455H	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing"
61281	S82.455J	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61282	S82.455K	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
61283	S82.455M	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion"
61284	S82.455N	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61285	S82.455P	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion"
61286	S82.455Q	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
61287	S82.455R	"Nondisplaced comminuted fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61288	S82.455S	"Nondisplaced comminuted fracture of shaft of left fibula, sequela"
61293	S82.456D	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
61294	S82.456E	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
61295	S82.456F	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61296	S82.456G	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
61297	S82.456H	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
61298	S82.456J	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61299	S82.456K	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
61300	S82.456M	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
61301	S82.456N	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61302	S82.456P	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion"
61303	S82.456Q	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
61304	S82.456R	"Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61305	S82.456S	"Nondisplaced comminuted fracture of shaft of unspecified fibula, sequela"
61311	S82.461D	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
61312	S82.461E	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing"
61313	S82.461F	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61314	S82.461G	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing"
61315	S82.461H	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
61316	S82.461J	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61317	S82.461K	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion"
61318	S82.461M	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion"
61319	S82.461N	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61320	S82.461P	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
61321	S82.461Q	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion"
61322	S82.461R	"Displaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61323	S82.461S	"Displaced segmental fracture of shaft of right fibula, sequela"
61328	S82.462D	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing"
61329	S82.462E	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing"
61330	S82.462F	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61331	S82.462G	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing"
61332	S82.462H	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing"
61333	S82.462J	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61334	S82.462K	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
61335	S82.462M	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion"
61336	S82.462N	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61337	S82.462P	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion"
61338	S82.462Q	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
61339	S82.462R	"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61340	S82.462S	"Displaced segmental fracture of shaft of left fibula, sequela"
61345	S82.463D	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
61346	S82.463E	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
61347	S82.463F	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61348	S82.463G	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
61349	S82.463H	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
61350	S82.463J	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61351	S82.463K	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
61352	S82.463M	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
